facility_id,facility_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,birthing_friendly,overall_star_rating,mort_measures_better,mort_measures_same,mort_measures_worse,safety_measures_better,safety_measures_same,safety_measures_worse,readm_measures_better,readm_measures_same,readm_measures_worse,pt_exp_measures_count,timely_care_measures_count,transformed_at,measurement_year,rating_category,performance_tier,region,rank_by_rating
520189,AURORA MEDICAL CENTER KENOSHA,10400 75TH ST,KENOSHA,WI,53142,KENOSHA,(262) 948-5600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,5,0,0,6,0,1,5,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,338
520198,AURORA MEDICAL CTR OSHKOSH,855 N WESTHAVEN DRIVE,OSHKOSH,WI,54904,WINNEBAGO,(920) 456-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,5,0,0,5,0,0,8,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,339
520038,AURORA MEDICAL CTR WASHINGTON COUNTY,1032 E SUMNER ST,HARTFORD,WI,53027,WASHINGTON,(262) 673-2300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,0,3,0,0,2,0,2,4,0,8,9,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,340
520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,MILWAUKEE,(414) 649-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,3,4,0,2,3,3,0,10,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,341
430012,AVERA SACRED HEART HOSPITAL,501 SUMMIT ST,YANKTON,SD,57078,YANKTON,(605) 668-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,3,0,1,3,0,0,6,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,342
060113,AdventHealth Littleton,7700 S BROADWAY,LITTLETON,CO,80122,ARAPAHOE,(303) 730-8900,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,0,6,0,2,5,0,0,7,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,343
060114,AdventHealth Parker,9395 CROWN CREST BLVD,PARKER,CO,80138,DOUGLAS,(303) 269-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,6,0,2,6,0,2,8,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,344
060064,AdventHealth Porter,2525 S DOWNING ST,DENVER,CO,80210,DENVER,(303) 778-1955,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,0,7,0,2,5,0,1,8,0,8,9,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,345
370228,"BAILEY MEDICAL CENTER, LLC",10502 NORTH 110TH EAST AVENUE,OWASSO,OK,74055,TULSA,(918) 376-8500,Acute Care Hospitals,Proprietary,Yes,Y,4,0,1,0,0,3,0,0,5,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,346
010083,BALDWIN HEALTH,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,BALDWIN,(251) 949-3400,Acute Care Hospitals,Proprietary,Yes,Y,4,0,6,0,2,4,0,2,6,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,347
030122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,MARICOPA,(480) 543-2000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,0,5,0,1,6,0,0,8,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,348
060030,BANNER MCKEE MEDICAL CENTER,2000 BOISE AVE,LOVELAND,CO,80538,LARIMER,(970) 820-4640,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,0,4,0,0,3,0,0,7,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,349
060001,BANNER NORTH COLORADO MEDICAL CENTER,1801 16TH ST,GREELEY,CO,80631,WELD,(970) 810-4121,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,7,0,2,4,1,0,11,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,350
031318,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,GILA,(928) 474-3222,Critical Access Hospitals,Voluntary non-profit - Other,No,Y,4,0,4,0,0,1,0,0,6,0,8,9,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,351
180080,BAPTIST HEALTH CORBIN,ONE TRILLIUM WAY,CORBIN,KY,40701,WHITLEY,(606) 528-1212,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,6,0,1,6,0,0,9,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,352
180138,BAPTIST HEALTH LAGRANGE,1025 NEW MOODY LANE,LA GRANGE,KY,40031,OLDHAM,(502) 222-5388,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,3,0,0,3,0,1,7,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,353
180103,BAPTIST HEALTH LEXINGTON,1740 NICHOLASVILLE ROAD,LEXINGTON,KY,40503,FAYETTE,(859) 260-6100,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,0,7,0,2,6,0,0,11,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,354
100088,BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,800 PRUDENTIAL DR,JACKSONVILLE,FL,32207,DUVAL,(904) 202-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,3,4,0,2,6,0,1,9,1,8,12,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,355
040072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ST,STUTTGART,AR,72160,ARKANSAS,(870) 673-3511,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,3,0,0,1,0,0,6,0,,8,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,356
100093,BAPTIST HOSPITAL,123 BAPTIST WAY,PENSACOLA,FL,32503,ESCAMBIA,(850) 434-4011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,7,0,3,4,0,1,10,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,357
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,MIAMI,FL,33176,MIAMI-DADE,(786) 596-1960,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,2,5,0,3,3,1,0,8,2,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,358
010149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,MONTGOMERY,(334) 244-8330,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,0,5,0,2,5,0,0,5,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,359
251315,BAPTIST MEDICAL CENTER-LEAKE,1100 HIGHWAY 16 EAST,CARTHAGE,MS,39051,LEAKE,(601) 267-1422,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,0,3,0,0,1,0,0,5,0,,5,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,360
250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,100 HOSPITAL STREET,BOONEVILLE,MS,38829,PRENTISS,(662) 720-5000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,4,0,3,0,0,2,0,0,6,0,8,8,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,361
260032,BARNES JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,MO,63110,ST. LOUIS CITY,(314) 747-3000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,2,5,0,1,7,0,0,7,4,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,362
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,4,0,6,0,3,4,0,1,9,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,363
260162,BARNES-JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COEUR,MO,63141,ST. LOUIS,(314) 996-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,0,2,0,1,5,0,1,5,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,364
050352,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,CA,96150,EL DORADO,(530) 541-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,2,0,0,3,0,1,4,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,365
450851,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,621 NORTH HALL STREET,DALLAS,TX,75226,DALLAS,(214) 820-0600,Acute Care Hospitals,Proprietary,Yes,,4,0,3,0,0,2,0,0,4,0,8,4,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,366
670034,BAYLOR SCOTT & WHITE MEDICAL CENTER - ROUND ROCK,300 UNIVERSITY BLVD,ROUND ROCK,TX,78664,WILLIAMSON,(512) 509-0401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,7,0,0,7,0,1,9,1,8,12,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,367
450054,BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,2401 S  31ST ST,TEMPLE,TX,76508,BELL,(254) 724-2111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,1,6,0,5,2,1,1,10,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,368
450101,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,100 HILLCREST MEDICAL BLVD,WACO,TX,76712,MC LENNAN,(254) 202-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,6,0,2,6,0,0,10,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,369
670128,BAYLOR SCOTT & WHITE MEDICAL CENTER PFLUGERVILLE,2600 EAST  PFLUGERVILLE  PARKWAY,PFLUGERVILLE,TX,78660,TRAVIS,(512) 654-6100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,0,3,0,0,2,0,0,6,0,8,8,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,370
450890,BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,4700 ALLIANCE BOULEVARD,PLANO,TX,75093,COLLIN,(469) 814-2000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,4,0,6,0,2,5,0,0,7,0,8,8,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,371
670088,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,700 SCOTT & WHITE DRIVE,COLLEGE STATION,TX,77845,BRAZOS,(979) 691-3701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,7,0,1,7,0,0,9,2,8,12,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,372
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,5252 WEST UNIVERSITY DRIVE,MC KINNEY,TX,75071,COLLIN,(469) 742-2200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,1,5,0,1,6,0,0,8,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,373
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,1400 EIGHTH AVE,FORT WORTH,TX,76104,TARRANT,(817) 926-2544,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4,1,6,0,2,5,0,0,9,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,374
220016,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,01301,FRANKLIN,(413) 773-0211,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,4,0,1,2,0,0,8,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Northeast,375
230089,BEAUMONT HOSPITAL - GROSSE POINTE,468 CADIEUX RD,GROSSE POINTE,MI,48230,WAYNE,(313) 473-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,1,5,0,2,6,0,0,9,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,376
520100,BELOIT HEALTH SYSTEM,1969 W HART RD,BELOIT,WI,53511,ROCK,(608) 364-5011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,6,0,0,5,0,0,9,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,377
220046,BERKSHIRE MEDICAL CENTER,725 NORTH STREET,PITTSFIELD,MA,01201,BERKSHIRE,(413) 447-2000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,0,6,0,2,5,0,1,8,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Northeast,378
220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,199 REEDSDALE ROAD,MILTON,MA,02186,NORFOLK,(617) 696-4600,Acute Care Hospitals,Government - Federal,Yes,,4,2,2,0,1,6,0,0,7,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Northeast,379
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,02494,NORFOLK,(781) 453-3002,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,2,2,0,0,5,0,0,6,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Northeast,380
220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,02360,PLYMOUTH,(508) 746-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,1,5,0,1,6,0,0,9,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Northeast,381
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02215,SUFFOLK,(617) 667-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,3,4,0,3,4,1,0,6,5,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Northeast,382
270004,BILLINGS CLINIC,2800 10TH AVE N,BILLINGS,MT,59101,YELLOWSTONE,(406) 657-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,6,1,2,6,0,1,10,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,383
271340,BITTERROOT HEALTH - DALY HOSPITAL,1200 WESTWOOD DR,HAMILTON,MT,59840,RAVALLI,(406) 363-2211,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,0,3,0,0,1,0,2,6,0,8,4,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,384
140015,BLESSING HOSPITAL,1005 BROADWAY ST,QUINCY,IL,62301,ADAMS,(217) 223-1200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,7,0,1,6,0,1,10,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,385
440011,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,37804,BLOUNT,(865) 983-7211,Acute Care Hospitals,Government - Local,Yes,Y,4,0,6,0,2,4,0,0,9,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,386
490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,HANOVER,(804) 764-6000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,0,7,0,1,6,0,1,10,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,387
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DRIVE,CHARLESTON,SC,29414,CHARLESTON,(843) 402-1006,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,5,0,1,6,0,1,7,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,388
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,0,7,0,1,7,0,2,9,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,389
060027,BOULDER COMMUNITY HEALTH,4747 ARAPAHOE AVENUE,BOULDER,CO,80304,BOULDER,(303) 440-2273,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,7,0,1,6,0,0,9,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,390
180046,BOURBON COMMUNITY HOSPITAL,9 LINVILLE DRIVE,PARIS,KY,40361,BOURBON,(859) 987-3600,Acute Care Hospitals,Proprietary,Yes,,4,0,3,0,0,1,0,0,5,0,,7,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,391
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,915 HIGHLAND BLVD,BOZEMAN,MT,59715,GALLATIN,(406) 585-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,6,0,0,6,0,1,9,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,392
230075,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVENUE,BATTLE CREEK,MI,49017,CALHOUN,(269) 966-8000,Acute Care Hospitals,Proprietary,Yes,Y,4,0,4,0,1,6,0,0,9,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,393
231332,BRONSON LAKEVIEW HOSPITAL,408 HAZEN STREET,PAW PAW,MI,49079,VAN BUREN,(269) 657-1400,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,0,3,0,,,,0,5,0,8,7,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,394
230017,BRONSON METHODIST HOSPITAL,601 JOHN STREET,KALAMAZOO,MI,49007,KALAMAZOO,(269) 341-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,7,0,1,7,0,0,11,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,395
430008,BROOKINGS HEALTH SYSTEM,300 22ND AVE,BROOKINGS,SD,57006,BROOKINGS,(605) 696-9000,Acute Care Hospitals,Government - Local,Yes,Y,4,0,3,0,0,3,0,1,7,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,396
390139,BRYN MAWR HOSPITAL,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,MONTGOMERY,(610) 526-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,6,0,1,6,0,0,9,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Northeast,397
050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,3555 CESAR CHAVEZ,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 641-6562,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,4,1,3,0,1,6,0,0,6,0,8,7,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,398
220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02139,MIDDLESEX,(617) 665-1000,Acute Care Hospitals,Government - Local,Yes,Y,4,0,4,0,1,5,0,0,8,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Northeast,399
100177,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32931,BREVARD,(321) 799-7111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,0,6,0,1,6,0,1,7,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,400
100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,LEE,(239) 424-2000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,0,6,0,2,5,0,0,5,2,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,401
340188,CAPE FEAR VALLEY HOKE HOSPITAL,210 MEDICAL PAVILION DRIVE,RAEFORD,NC,28376,HOKE,(910) 904-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,0,3,0,0,3,0,0,5,1,8,8,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,402
500139,CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DR SW,OLYMPIA,WA,98502,THURSTON,(360) 956-2550,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,5,0,1,5,0,0,8,0,8,8,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,403
490089,CARILION FRANKLIN MEMORIAL HOSPITAL,180 FLOYD AVENUE,ROCKY MOUNT,VA,24151,FRANKLIN,(540) 483-5277,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,0,4,0,0,2,0,0,6,0,8,9,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,404
491302,CARILION GILES COMMUNITY HOSPITAL,159 HARTLEY WAY,PEARISBURG,VA,24134,GILES,(540) 921-6000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,0,3,0,0,1,0,0,4,0,8,7,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,405
490024,CARILION MEDICAL CENTER,"1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014,ROANOKE CITY,(540) 981-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,5,2,1,7,0,1,10,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,406
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,2900 LAMB CIRCLE,CHRISTIANSBURG,VA,24073,MONTGOMERY,(540) 731-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,6,0,1,5,0,0,9,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,407
340032,CAROMONT REGIONAL MEDICAL CENTER,2525 COURT DR,GASTONIA,NC,28052,GASTON,(704) 834-4891,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,7,0,3,4,0,0,10,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,408
291306,CARSON VALLEY HEALTH,1107 HIGHWAY 395,GARDNERVILLE,NV,89410,DOUGLAS,(775) 782-1500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,0,4,0,,,,0,7,0,8,6,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,409
161376,CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA,50022,CASS,(712) 243-3250,Critical Access Hospitals,Government - Local,Yes,Y,4,0,3,0,0,3,0,0,6,0,8,7,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Midwest,410
670043,CEDAR PARK REGIONAL MEDICAL CENTER,1401 MEDICAL PARKWAY,CEDAR PARK,TX,78613,WILLIAMSON,(512) 528-7000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,0,6,0,1,4,0,0,7,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,411
050740,CEDAR-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,90292,LOS ANGELES,(310) 823-8911,Acute Care Hospitals,Proprietary,Yes,,4,1,3,0,1,5,0,0,4,2,8,8,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,412
490088,CENTRA BEDFORD MEMORIAL HOSPITAL,1613 OAKWOOD STREET,BEDFORD,VA,24523,BEDFORD,(540) 586-2441,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,0,4,0,0,2,0,0,6,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,South,413
200024,CENTRAL MAINE MEDICAL CENTER,300 MAIN STREET,LEWISTON,ME,04240,ANDROSCOGGIN,(207) 795-0111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,7,0,1,5,0,3,7,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Northeast,414
060031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,CO,80907,EL PASO,(719) 776-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,7,0,4,4,0,3,7,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,415
060015,CENTURA HEALTH-ST ANTHONY HOSPITAL,11600 W 2ND PL,LAKEWOOD,CO,80228,JEFFERSON,(720) 321-0000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,4,0,7,0,4,1,1,1,6,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,416
060104,CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,14300 ORCHARD PKWY,WESTMINSTER,CO,80023,BROOMFIELD,(720) 627-0000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,5,0,1,5,0,2,5,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,417
030036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,(480) 728-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,7,0,4,3,0,0,10,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,West,418
300019,CHESHIRE MEDICAL CENTER,580 COURT STREET,KEENE,NH,03431,CHESHIRE,(603) 354-5400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,0,5,0,1,5,0,1,8,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,4 Stars (Above Average),High Performer,Northeast,419
